post_id,caption_text,topic,hashtags_count,post_length,likes,shares,comments,is_viral
1144,,news,6,17,5208,3041,178,0
1145,coding memes are funny,education,4,22,8633,3216,1286,1
1146,,,10,173,39603,7940,2679,1
1147,,motivation,6,54,31945,8589,6161,1
1148,this post will change your life,news,8,110,22972,8562,1747,1
1149,,news,2,112,21987,482,4958,0
1150,breaking news happening now,news,4,201,14539,702,2835,0
1151,stay consistent and grow,motivation,2,223,31252,1535,1470,0
1152,learning ai is the future,tech,7,132,9230,8976,5910,1
1153,stay consistent and grow,motivation,10,198,36397,4355,725,0
1154,coding memes are funny,tech,0,45,21574,7810,7993,0
1155,stay consistent and grow,,3,124,16766,2815,1838,0
1156,hard work always pays off,tech,6,31,32157,7902,5141,0
1157,breaking news happening now,motivation,14,191,7565,1083,437,0
1158,stay consistent and grow,,12,146,16621,2042,2475,1
1159,coding memes are funny,education,13,283,22902,845,6824,0
1160,breaking news happening now,motivation,8,26,837,9771,2894,0
1161,this post will change your life,news,9,31,20525,5541,7180,1
1162,coding memes are funny,education,10,29,71,8214,1290,0
1163,stay consistent and grow,meme,1,186,13091,457,7379,1
1164,stay consistent and grow,,13,181,35127,8340,1818,1
1165,learning ai is the future,meme,8,107,44683,5617,473,0
1166,this post will change your life,meme,13,157,9156,8751,302,1
1167,learning ai is the future,news,5,275,22165,3594,5137,1
1168,breaking news happening now,,6,199,45067,2956,4443,0
1169,,,3,143,15857,2766,641,0
1170,learning ai is the future,news,4,96,45605,4786,3595,0
1171,this post will change your life,tech,0,7,7717,5335,7032,1
1172,this post will change your life,,3,129,28633,3606,6659,1
1173,this post will change your life,news,7,22,41807,9713,7881,0
1174,stay consistent and grow,,5,185,35172,2849,5928,1
1175,breaking news happening now,tech,6,269,15405,706,7533,1
1176,hard work always pays off,meme,0,131,44879,5785,783,0
1177,breaking news happening now,motivation,6,108,13892,2364,5792,1
1178,this post will change your life,motivation,5,274,6087,92,7083,1
1179,breaking news happening now,,3,193,30278,523,5178,0
1180,,news,1,273,5880,5380,4090,0
1181,coding memes are funny,,11,255,14554,1339,1985,0
1182,,meme,12,112,6220,818,1774,0
1183,,,1,226,13538,9798,7422,1
1184,coding memes are funny,meme,6,265,7213,7982,4822,1
1185,hard work always pays off,tech,2,254,45437,5246,3917,1
1186,,tech,1,89,3974,3242,2075,0
1187,breaking news happening now,meme,9,245,6089,1019,7530,1
1188,,,2,142,36470,2009,1526,0
1189,,news,9,259,24428,9634,2299,0
1190,stay consistent and grow,news,1,156,41846,7825,6650,0
1191,,meme,13,120,17893,6083,7264,0
1192,breaking news happening now,,10,227,7220,4946,1199,0
1193,coding memes are funny,,13,241,12429,6341,4439,0
1194,this post will change your life,motivation,2,51,49188,4192,998,0
1195,learning ai is the future,motivation,4,262,6668,4035,1434,1
1196,this post will change your life,tech,9,99,29255,2784,12,0
1197,hard work always pays off,,9,134,15848,2051,6329,0
1198,learning ai is the future,meme,9,162,29491,5844,2049,1
1199,this post will change your life,motivation,4,157,18377,2075,1403,0
1200,breaking news happening now,news,13,87,1696,2111,1372,0
1201,stay consistent and grow,education,6,194,33124,7942,7568,1
1202,,education,9,258,915,8775,3473,1
1203,breaking news happening now,,10,261,7552,7522,7158,1
1204,coding memes are funny,meme,2,195,10738,9355,4539,1
1205,breaking news happening now,tech,10,191,14546,8018,909,1
1206,breaking news happening now,education,2,116,14807,9385,2393,0
1207,hard work always pays off,news,6,98,8380,5363,6595,1
1208,,news,13,238,22709,7589,1285,0
1209,stay consistent and grow,news,5,69,15605,3345,399,0
1210,learning ai is the future,education,5,141,33271,1819,6570,1
1211,this post will change your life,motivation,3,118,23632,5823,4270,0
1212,this post will change your life,news,10,203,33007,5925,5319,0
1213,hard work always pays off,tech,12,55,24571,4191,3462,0
1214,learning ai is the future,meme,13,222,44542,5690,2810,0
1215,,meme,13,20,40231,3933,4045,0
1216,breaking news happening now,meme,3,194,37881,2645,1198,0
1217,stay consistent and grow,motivation,13,238,13346,1585,6982,0
1218,,meme,14,41,235,9924,2634,0
1219,hard work always pays off,meme,1,189,15271,6122,5418,0
1220,breaking news happening now,education,10,177,26713,6854,5096,1
1221,this post will change your life,motivation,5,92,16534,2834,7635,1
1222,hard work always pays off,motivation,9,130,5607,6891,4056,1
1223,stay consistent and grow,education,10,277,11532,669,5727,0
1224,hard work always pays off,tech,2,258,29743,839,5458,1
1225,hard work always pays off,meme,5,297,14897,7068,2750,1
1226,,tech,14,289,18895,5099,1586,1
1227,this post will change your life,education,11,240,9324,2044,7764,1
1228,stay consistent and grow,education,2,210,6221,8848,6345,0
1229,this post will change your life,education,2,117,2023,8375,3330,1
1230,coding memes are funny,education,0,271,47100,3085,3176,0
1231,stay consistent and grow,,14,228,16947,5903,5615,0
1232,this post will change your life,news,14,280,8545,9918,173,0
1233,stay consistent and grow,education,12,198,24435,3601,3312,0
1234,this post will change your life,tech,14,54,24412,1380,4190,1
1235,breaking news happening now,education,4,45,35035,3806,5797,1
1236,this post will change your life,tech,1,14,40613,5360,7270,1
1237,stay consistent and grow,education,9,185,14924,7719,1152,1
1238,learning ai is the future,education,11,181,26434,9544,6228,0
1239,breaking news happening now,news,1,112,26726,9965,2008,1
1240,stay consistent and grow,education,14,71,10597,7088,269,1
1241,stay consistent and grow,meme,8,40,49860,1509,3307,1
1242,stay consistent and grow,news,1,171,45903,1862,4645,1
1243,coding memes are funny,news,10,283,12958,151,5923,1
1244,learning ai is the future,meme,1,283,17282,1507,1983,0
1245,coding memes are funny,,5,104,2884,6426,636,1
1246,hard work always pays off,news,9,285,23746,7466,7411,0
1247,,education,10,64,19790,2697,5725,0
1248,hard work always pays off,meme,0,106,9953,766,6012,0
1249,hard work always pays off,education,7,165,20122,2419,3284,0
1250,,news,12,165,29260,6076,2084,0
1251,this post will change your life,motivation,0,197,21473,3861,7549,1
1252,,meme,8,37,11409,7477,597,1
1253,this post will change your life,tech,3,298,26633,9605,187,1
1254,breaking news happening now,news,11,156,32415,3377,1182,1
1255,learning ai is the future,motivation,14,219,451,9003,4397,1
1256,,news,2,290,32383,9413,3202,0
1257,learning ai is the future,education,6,62,19905,1525,7662,1
1258,stay consistent and grow,,7,222,47773,1570,819,1
1259,hard work always pays off,,11,125,35251,9309,7412,1
1260,hard work always pays off,education,13,148,5117,8957,7761,1
1261,stay consistent and grow,,4,148,5342,4125,95,0
1262,this post will change your life,education,2,299,11576,2489,4491,0
1263,coding memes are funny,motivation,13,50,4781,8761,7929,0
1264,stay consistent and grow,education,3,155,9022,5524,2195,0
1265,,news,9,30,24161,8045,1430,0
1266,learning ai is the future,news,5,85,19917,1930,3868,0
1267,learning ai is the future,,11,106,41852,1093,1551,1
1268,coding memes are funny,news,4,113,24886,9938,5731,0
1269,learning ai is the future,meme,3,284,43065,8991,5535,1
1270,learning ai is the future,news,2,131,8253,8090,55,0
1271,,education,5,111,5126,7341,6400,1
1272,this post will change your life,meme,6,174,40654,5644,2984,0
1273,learning ai is the future,meme,1,130,7954,9648,5476,0
1274,hard work always pays off,meme,5,31,4370,4466,4954,0
1275,hard work always pays off,meme,2,134,12368,6609,849,0
1276,breaking news happening now,,9,120,27879,1512,2037,0
1277,this post will change your life,motivation,7,140,34252,3581,2332,0
1278,this post will change your life,,13,173,47288,2009,1351,0
1279,hard work always pays off,news,1,145,3476,7338,5207,0
1280,this post will change your life,motivation,4,95,11882,3790,2185,1
1281,,,13,154,5888,2405,6374,0
1282,this post will change your life,tech,7,51,6993,7016,7931,0
1283,breaking news happening now,motivation,8,69,33047,960,7899,0
1284,coding memes are funny,,12,201,24253,9165,1001,1
1285,stay consistent and grow,,6,290,16326,6066,6127,1
1286,learning ai is the future,meme,8,254,11162,1013,7987,0
1287,breaking news happening now,news,13,266,21786,9690,578,1
1288,,,8,91,13122,4255,4848,1
1289,coding memes are funny,news,14,56,30195,6724,7702,1
1290,learning ai is the future,education,7,9,2676,2616,4250,0
1291,hard work always pays off,,6,218,18127,8893,5673,1
1292,coding memes are funny,motivation,5,45,36268,2143,1559,1
1293,learning ai is the future,news,12,171,8888,7838,318,1
1294,breaking news happening now,tech,11,34,9087,8901,3946,0
1295,learning ai is the future,tech,12,52,13696,2100,7175,0
1296,this post will change your life,,10,213,38955,5431,5511,0
1297,stay consistent and grow,motivation,2,192,49772,7390,7598,0
1298,learning ai is the future,,7,127,870,2859,7952,0
1299,hard work always pays off,,2,155,7362,6150,7200,1
1300,breaking news happening now,education,14,182,18435,8115,3455,0
1301,,,10,17,4529,7664,5129,0
1302,coding memes are funny,,8,114,15492,2812,3439,0
1303,learning ai is the future,tech,8,238,31452,4702,7908,1
1304,breaking news happening now,education,12,42,20275,5932,7818,0
1305,hard work always pays off,motivation,9,299,45578,680,1497,0
1306,,,9,184,46865,5255,5627,1
1307,stay consistent and grow,news,13,126,36125,7913,50,1
1308,coding memes are funny,education,8,96,22189,168,992,0
1309,,,3,31,46813,8693,2538,0
1310,learning ai is the future,tech,8,23,48221,5734,3697,1
1311,hard work always pays off,education,11,92,44176,5065,3911,0
1312,this post will change your life,news,1,97,16550,6649,6812,1
1313,breaking news happening now,,0,266,21583,8037,6132,1
1314,breaking news happening now,news,7,45,24864,1203,7629,1
1315,learning ai is the future,tech,14,186,9070,1266,4691,1
1316,hard work always pays off,education,5,244,9665,2596,7457,0
1317,coding memes are funny,education,12,52,48599,1827,1895,0
1318,coding memes are funny,meme,10,97,42628,1684,3701,0
1319,coding memes are funny,tech,9,188,3330,5035,4490,1
1320,coding memes are funny,education,8,260,159,4839,5255,0
1321,learning ai is the future,motivation,8,37,10381,4686,1792,0
1322,learning ai is the future,meme,2,223,13733,3735,3866,1
1323,,tech,1,106,16356,5993,1230,1
1324,breaking news happening now,news,12,78,30381,6834,2930,0
1325,,tech,6,40,18384,2154,7344,1
1326,hard work always pays off,motivation,4,139,20050,6929,2835,1
1327,this post will change your life,motivation,12,289,29068,4722,2269,1
1328,learning ai is the future,news,9,212,41586,8913,2932,1
1329,,news,5,69,49816,7974,46,1
1330,coding memes are funny,news,4,295,21489,9188,2325,0
1331,this post will change your life,meme,3,243,13423,7149,3532,1
1332,,motivation,0,189,34955,1210,5605,0
1333,breaking news happening now,news,3,33,31262,4362,1494,0
1334,coding memes are funny,motivation,9,298,34062,5770,5141,0
1335,stay consistent and grow,meme,12,209,40032,7007,3266,1
1336,hard work always pays off,,12,236,18954,3233,5757,0
1337,this post will change your life,meme,12,114,25190,4792,4430,1
1338,breaking news happening now,,2,84,37279,2047,7409,1
1339,,motivation,2,190,21455,8448,1100,0
1340,learning ai is the future,news,13,40,20232,1166,7246,1
1341,hard work always pays off,,4,56,37939,2967,7479,1
1342,coding memes are funny,tech,0,287,4264,1959,4117,1
1343,this post will change your life,education,10,29,14930,5048,5835,1
1344,breaking news happening now,motivation,5,172,46347,6141,2671,1
1345,this post will change your life,,1,289,38847,3141,1963,0
1346,hard work always pays off,meme,12,7,44887,5057,2128,0
1347,,news,0,145,48712,5072,6649,1
1348,learning ai is the future,,10,143,10196,3014,2492,0
1349,learning ai is the future,education,7,6,22667,8258,6009,0
1350,,motivation,14,273,25636,9085,5087,0
1351,stay consistent and grow,tech,9,39,11396,3019,5548,0
1352,hard work always pays off,tech,14,240,12296,695,2216,1
1353,coding memes are funny,meme,2,112,28856,5959,2097,0
1354,this post will change your life,meme,13,117,40083,6443,5449,1
1355,coding memes are funny,meme,5,60,2279,444,1772,1
1356,breaking news happening now,motivation,1,44,14205,1817,3754,0
1357,coding memes are funny,tech,4,191,17231,4416,6004,0
1358,stay consistent and grow,tech,8,16,14803,1792,6033,1
1359,hard work always pays off,meme,6,276,30340,3330,7336,0
1360,stay consistent and grow,meme,3,239,2677,4713,978,0
1361,learning ai is the future,news,2,120,7850,9943,7786,1
1362,stay consistent and grow,tech,14,65,20816,203,3825,0
1363,hard work always pays off,meme,8,38,9909,9293,90,0
1364,hard work always pays off,meme,3,279,24381,5095,2567,1
1365,this post will change your life,meme,4,177,3229,1638,6520,1
1366,hard work always pays off,,5,95,32006,544,529,0
1367,breaking news happening now,news,9,33,138,7792,2925,0
1368,this post will change your life,tech,4,23,8391,8212,861,0
1369,this post will change your life,tech,8,239,47134,654,7866,1
1370,coding memes are funny,tech,0,188,13935,7099,1176,0
1371,stay consistent and grow,news,10,31,44544,4831,5170,0
1372,hard work always pays off,motivation,5,134,9304,1764,640,1
1373,coding memes are funny,news,3,107,15801,9972,5477,1
1374,coding memes are funny,,3,82,11099,7774,7889,0
1375,stay consistent and grow,education,2,12,45461,4914,6320,0
1376,this post will change your life,,13,31,47305,2017,1485,1
1377,coding memes are funny,news,4,229,23085,490,3059,1
1378,coding memes are funny,education,7,157,19856,3691,6796,1
1379,this post will change your life,,3,53,28940,3018,5102,0
1380,this post will change your life,meme,6,249,16719,8051,4440,1
1381,learning ai is the future,education,13,60,47994,7523,319,1
1382,hard work always pays off,news,7,106,43378,3060,2567,0
1383,learning ai is the future,motivation,14,291,587,1160,3003,1
1384,stay consistent and grow,tech,4,231,45295,8478,4242,0
1385,,news,9,217,6768,1692,1085,1
1386,this post will change your life,tech,0,166,33574,2380,5031,1
1387,breaking news happening now,,7,149,14610,1617,4469,0
1388,coding memes are funny,education,9,77,48340,2426,1332,1
1389,coding memes are funny,meme,2,33,49980,3738,4720,0
1390,this post will change your life,meme,3,204,13880,415,6504,1
1391,coding memes are funny,news,9,215,13358,8455,881,0
1392,learning ai is the future,education,6,138,19278,4044,4968,1
1393,coding memes are funny,education,8,130,19615,2705,7540,0
1394,breaking news happening now,tech,3,10,11776,3737,6146,0
1395,hard work always pays off,,12,108,26318,79,4985,0
1396,stay consistent and grow,,3,135,723,9453,6684,0
1397,stay consistent and grow,education,5,99,4766,6892,2127,0
1398,stay consistent and grow,motivation,8,163,27539,3872,5510,1
1399,,meme,3,80,20270,4638,6128,1
1400,learning ai is the future,,9,184,43031,398,7741,0
1401,hard work always pays off,motivation,7,140,48167,1190,1972,1
1402,hard work always pays off,,2,239,27123,3359,6740,1
1403,breaking news happening now,motivation,1,94,8521,1004,1261,0
1404,stay consistent and grow,tech,13,255,16888,4265,682,1
1405,breaking news happening now,education,3,286,3042,2955,5901,1
1406,breaking news happening now,tech,13,188,18813,9890,2982,1
1407,breaking news happening now,,12,90,18524,5723,4375,0
1408,stay consistent and grow,meme,3,126,42184,2399,7151,0
1409,learning ai is the future,tech,6,145,48371,1138,1245,0
1410,,,13,50,40052,3289,247,1
1411,breaking news happening now,motivation,6,186,956,957,2848,0
1412,learning ai is the future,tech,8,269,11777,3785,6515,0
1413,coding memes are funny,education,9,263,3350,150,853,1
1414,hard work always pays off,tech,1,16,25425,4820,3017,0
1415,stay consistent and grow,education,3,45,16064,5139,7741,1
1416,coding memes are funny,motivation,2,190,29066,5849,1597,0
1417,,education,11,15,2404,4368,4554,1
1418,coding memes are funny,education,2,151,36855,6467,462,1
1419,this post will change your life,,6,77,38780,2125,1393,1
1420,stay consistent and grow,education,11,169,38462,7373,4463,0
1421,coding memes are funny,,9,142,1976,2830,5558,1
1422,coding memes are funny,education,5,37,35672,7492,7133,0
1423,this post will change your life,meme,2,209,12725,5518,2040,0
1424,stay consistent and grow,news,7,152,9790,4467,2061,0
1425,,,14,237,36565,5355,607,1
1426,coding memes are funny,meme,7,115,45088,8609,6717,1
1427,this post will change your life,tech,6,129,49838,7695,2585,0
1428,,meme,8,128,34322,8262,5884,0
1429,learning ai is the future,meme,13,273,929,5312,1028,1
1430,hard work always pays off,education,2,128,6934,3378,942,1
1431,breaking news happening now,tech,4,240,47213,8149,5323,1
1432,coding memes are funny,tech,5,146,26073,4359,2588,0
1433,,motivation,8,205,24149,3045,7832,0
1434,learning ai is the future,education,3,58,33888,3328,6580,0
1435,hard work always pays off,meme,14,87,2506,7998,3151,0
1436,,motivation,4,110,40019,5847,2014,0
1437,,motivation,8,115,28401,5987,6483,0
1438,,,11,230,11391,2366,5598,1
1439,learning ai is the future,meme,10,296,692,745,5115,0
1440,this post will change your life,tech,3,13,40846,4602,6218,0
1441,,education,14,212,13784,6970,7735,1
1442,learning ai is the future,education,1,265,15632,4737,1907,0
1443,,meme,8,247,9109,4191,1468,1
1444,coding memes are funny,education,10,147,29089,9942,7711,1
1445,coding memes are funny,news,11,68,416,6175,4335,0
1446,stay consistent and grow,motivation,2,52,27160,5698,5767,0
1447,breaking news happening now,motivation,10,171,27757,3057,3542,0
1448,breaking news happening now,news,5,157,12593,8049,1223,1
1449,coding memes are funny,education,8,212,15381,4578,385,0
1450,learning ai is the future,tech,2,212,18770,8795,3482,0
1451,,,7,229,15973,2515,6947,0
1452,,news,8,267,18179,7061,5014,1
1453,stay consistent and grow,news,2,150,8263,8832,296,0
1454,stay consistent and grow,motivation,2,132,18220,425,3439,1
1455,,tech,3,266,29951,7815,5516,1
1456,,tech,12,117,47590,2026,2526,1
1457,coding memes are funny,education,0,272,37403,1493,5740,1
1458,learning ai is the future,tech,1,165,18101,9047,7645,0
1459,coding memes are funny,education,13,281,44217,1683,4794,1
1460,hard work always pays off,meme,0,190,4948,1184,2195,1
1461,learning ai is the future,news,2,214,46912,5293,5977,1
1462,this post will change your life,,5,46,33530,2723,6499,1
1463,,,7,226,45988,3271,7954,1
1464,this post will change your life,news,4,263,2954,7773,7509,1
1465,,education,7,57,21990,2767,2699,1
1466,,education,5,66,14541,7886,6658,1
1467,breaking news happening now,education,0,209,20731,3500,4724,1
1468,hard work always pays off,news,2,94,22976,4169,4484,0
1469,this post will change your life,education,13,74,9054,3102,6212,0
1470,,news,1,95,28843,8466,3498,0
1471,coding memes are funny,,5,272,15018,9015,2006,0
1472,this post will change your life,news,7,51,28912,6398,461,0
1473,coding memes are funny,,5,20,7115,7488,7732,1
1474,hard work always pays off,motivation,3,199,8528,6027,1520,0
1475,stay consistent and grow,,3,294,16463,3416,2214,1
1476,stay consistent and grow,motivation,8,238,3318,8031,3590,0
1477,stay consistent and grow,meme,0,91,6685,7435,3193,1
1478,,meme,1,68,19994,5842,2850,1
1479,breaking news happening now,,3,194,40527,1492,4965,0
1480,stay consistent and grow,tech,2,186,28247,1323,3277,1
1481,this post will change your life,education,8,86,5787,202,5556,1
1482,breaking news happening now,,4,135,7069,2648,784,0
1483,stay consistent and grow,,7,243,10713,7808,6086,0
1484,stay consistent and grow,news,3,144,25438,7394,1811,1
1485,hard work always pays off,tech,10,42,10968,2152,545,1
1486,learning ai is the future,motivation,3,95,41138,3674,637,0
1487,stay consistent and grow,news,13,150,32897,8909,3357,1
1488,hard work always pays off,,9,88,1094,3894,625,0
1489,hard work always pays off,tech,12,167,33878,5103,4903,0
1490,,,10,202,33628,8066,2444,0
1491,hard work always pays off,motivation,2,277,40482,9278,4018,1
1492,learning ai is the future,meme,8,74,11869,4200,901,1
1493,learning ai is the future,education,9,275,8604,6684,823,0
1494,hard work always pays off,education,1,13,22385,272,6518,0
1495,learning ai is the future,tech,10,200,11689,9328,6514,0
1496,coding memes are funny,motivation,11,7,43713,5507,504,1
1497,hard work always pays off,tech,10,273,5042,6717,1114,1
1498,stay consistent and grow,motivation,2,10,24910,8557,636,0
1499,this post will change your life,motivation,14,238,26620,4557,7185,1
1500,coding memes are funny,education,2,70,17935,1485,1111,0
1501,hard work always pays off,meme,10,100,26631,1608,7903,1
1502,this post will change your life,meme,10,116,48956,4929,358,1
1503,,news,14,129,7771,3332,3353,1
1504,stay consistent and grow,motivation,2,45,28199,735,7329,0
1505,this post will change your life,education,3,11,32976,7592,5524,0
1506,breaking news happening now,motivation,4,281,39096,2440,5659,1
1507,,,5,213,18164,9323,5380,1
1508,breaking news happening now,news,4,197,24781,451,2409,1
1509,,,8,164,10836,2498,849,1
1510,this post will change your life,education,6,100,13745,7188,1799,1
1511,hard work always pays off,motivation,6,251,282,3110,3818,0
1512,hard work always pays off,meme,6,10,32084,9847,7023,1
1513,hard work always pays off,meme,12,45,26271,8925,1185,1
1514,hard work always pays off,news,11,37,34255,1216,566,0
1515,this post will change your life,,10,157,37787,1679,4885,1
1516,stay consistent and grow,meme,6,284,43126,5880,5206,0
1517,learning ai is the future,motivation,1,99,22812,3282,3636,0
1518,,news,7,247,42928,9302,310,0
1519,learning ai is the future,,14,110,48291,1697,4506,1
1520,stay consistent and grow,tech,11,13,10620,6129,3194,0
1521,stay consistent and grow,news,9,97,30838,3684,4429,1
1522,,meme,0,130,16919,7574,3955,1
1523,hard work always pays off,education,5,71,49492,4191,3411,1
1524,breaking news happening now,news,11,8,24447,5327,5017,0
1525,this post will change your life,motivation,10,58,27302,1218,4136,0
1526,learning ai is the future,,2,138,17287,7130,966,1
1527,stay consistent and grow,news,5,49,28497,6277,1751,1
1528,this post will change your life,meme,5,229,8338,1101,4168,0
1529,breaking news happening now,news,7,146,11941,8072,4842,1
1530,stay consistent and grow,motivation,3,175,29977,3633,6214,0
1531,this post will change your life,motivation,11,169,3653,7659,4836,1
1532,breaking news happening now,meme,2,208,18523,7743,7363,1
1533,stay consistent and grow,motivation,1,276,48363,5042,1470,0
1534,breaking news happening now,meme,11,277,17580,4644,3402,0
1535,,news,5,255,37156,5069,1731,1
1536,coding memes are funny,news,2,75,6869,9817,2267,0
1537,stay consistent and grow,tech,12,259,30558,5063,7350,1
1538,breaking news happening now,meme,3,133,6405,9123,176,0
1539,coding memes are funny,education,8,6,29342,733,3546,0
1540,stay consistent and grow,meme,6,88,38464,6927,5968,0
1541,stay consistent and grow,news,13,127,49255,2228,2407,0
1542,breaking news happening now,,0,165,45960,7545,6789,1
1543,,news,13,165,38907,7646,6608,0
1544,breaking news happening now,motivation,3,7,32203,158,1258,0
1545,this post will change your life,tech,10,233,49730,2722,6580,0
1546,,education,7,64,32511,8612,4235,1
1547,,tech,9,176,35753,8141,4583,0
1548,coding memes are funny,meme,3,108,40109,7416,7936,0
1549,stay consistent and grow,,0,137,27780,3822,3356,1
1550,learning ai is the future,meme,9,47,47140,1085,601,0
1551,learning ai is the future,news,12,233,38732,166,7495,1
1552,this post will change your life,motivation,1,10,39964,6360,3122,0
1553,learning ai is the future,education,4,192,11355,7166,4793,0
1554,learning ai is the future,,5,10,137,246,5597,0
1555,breaking news happening now,motivation,0,290,9313,6812,1309,0
1556,hard work always pays off,education,4,105,15261,3839,4415,1
1557,hard work always pays off,,7,224,10444,5127,6777,1
1558,learning ai is the future,tech,14,142,32484,9575,5298,1
1559,this post will change your life,news,7,160,35002,3485,4227,1
1560,this post will change your life,motivation,1,266,4336,8616,599,0
1561,coding memes are funny,meme,8,77,3638,2702,3068,1
1562,this post will change your life,news,1,284,15812,6070,7897,1
1563,this post will change your life,education,3,56,48781,7500,2247,0
1564,breaking news happening now,,9,86,40953,1968,606,0
1565,breaking news happening now,news,3,287,43209,4108,6737,0
1566,stay consistent and grow,meme,3,273,32110,3601,3516,1
1567,learning ai is the future,meme,6,79,47070,8120,673,0
1568,stay consistent and grow,education,7,151,27831,1031,5434,0
1569,this post will change your life,news,12,165,14322,7943,7156,0
1570,hard work always pays off,motivation,7,210,15676,1083,1824,1
1571,this post will change your life,news,3,273,3844,6770,3879,0
1572,,meme,12,267,31628,8747,2120,1
1573,this post will change your life,,3,293,7413,103,851,1
1574,learning ai is the future,education,5,164,10663,1458,807,0
1575,hard work always pays off,tech,14,49,23308,1235,942,1
1576,learning ai is the future,tech,8,233,5933,1250,3757,0
1577,this post will change your life,,4,230,3311,5255,7169,0
1578,hard work always pays off,news,1,279,24804,1447,1642,0
1579,this post will change your life,meme,12,104,41087,7115,6822,1
1580,stay consistent and grow,news,13,232,38550,1774,4116,0
1581,learning ai is the future,education,8,195,49300,8480,4557,1
1582,,motivation,11,74,40263,1900,6493,1
1583,learning ai is the future,tech,8,255,24353,4862,3625,0
1584,breaking news happening now,news,10,251,32052,8246,4909,0
1585,hard work always pays off,meme,0,34,14302,3384,4210,0
1586,breaking news happening now,,8,83,5150,2373,370,1
1587,stay consistent and grow,tech,6,251,26850,4237,16,0
1588,,tech,0,225,14017,8411,6432,1
1589,hard work always pays off,motivation,1,134,7679,7704,3402,1
1590,coding memes are funny,news,1,162,23383,1958,3575,0
1591,,motivation,14,178,26954,1302,2089,0
1592,hard work always pays off,meme,7,251,9667,2730,6127,0
1593,,meme,0,72,4505,9062,228,1
1594,,news,10,151,45709,1168,2823,0
1595,this post will change your life,tech,2,9,9725,1017,1155,0
1596,hard work always pays off,education,12,77,13293,5915,486,0
1597,breaking news happening now,motivation,0,216,43241,2065,2665,1
1598,learning ai is the future,tech,4,61,34915,1231,138,1
1599,learning ai is the future,,14,56,34150,1427,4244,1
1600,hard work always pays off,meme,3,63,18761,4732,2435,0
1601,coding memes are funny,meme,2,127,31202,8534,1262,0
1602,learning ai is the future,tech,7,84,3263,8344,5866,0
1603,stay consistent and grow,tech,11,245,35908,4974,7436,1
1604,learning ai is the future,,6,88,42819,7045,1310,1
1605,,meme,3,107,33904,4839,1972,1
1606,stay consistent and grow,motivation,0,165,2429,156,7555,0
1607,stay consistent and grow,motivation,6,144,48854,6152,254,1
1608,stay consistent and grow,tech,2,155,4138,3213,5391,1
1609,learning ai is the future,news,4,53,46428,7084,2930,0
1610,coding memes are funny,meme,11,179,20203,782,2151,0
1611,breaking news happening now,education,7,74,11228,5999,5109,1
1612,hard work always pays off,meme,8,259,16493,4978,4144,1
1613,stay consistent and grow,motivation,14,208,9119,6444,2345,1
1614,coding memes are funny,motivation,9,167,17237,1215,6485,0
1615,,education,10,159,37290,4395,2359,1
1616,,motivation,9,249,20213,3592,1501,1
1617,hard work always pays off,education,6,292,16747,347,6991,1
1618,this post will change your life,motivation,5,33,45126,2535,3011,1
1619,stay consistent and grow,,4,203,33760,1675,7025,0
1620,hard work always pays off,education,4,57,22421,4474,1523,1
1621,stay consistent and grow,news,14,97,39464,5499,1880,1
1622,learning ai is the future,meme,12,221,12089,9888,1574,1
1623,coding memes are funny,motivation,10,104,46266,723,3305,1
1624,stay consistent and grow,tech,3,116,12827,7266,6828,1
1625,coding memes are funny,education,6,136,27860,905,3375,0
1626,breaking news happening now,education,0,95,48694,9613,318,0
1627,this post will change your life,education,13,155,39730,2124,534,0
1628,,motivation,11,290,24099,8185,4461,0
1629,,meme,2,47,32707,5660,2348,1
1630,breaking news happening now,tech,5,220,15786,4871,4993,0
1631,breaking news happening now,education,9,267,28370,4311,3074,0
1632,this post will change your life,education,0,91,25906,3524,7414,1
1633,learning ai is the future,education,14,234,1913,7643,2836,1
1634,coding memes are funny,,12,291,14388,2113,1287,1
1635,hard work always pays off,education,6,122,20106,3540,6630,1
1636,this post will change your life,tech,1,238,23085,3034,7683,0
1637,breaking news happening now,education,6,23,14417,9926,4314,1
1638,,,13,56,13485,7592,2595,1
1639,hard work always pays off,tech,3,243,1868,7817,3895,1
1640,stay consistent and grow,tech,8,138,10546,920,6895,1
1641,this post will change your life,education,4,256,27402,3865,4719,1
1642,stay consistent and grow,news,0,215,10034,2675,3400,1
1643,this post will change your life,tech,11,122,3098,453,1863,1
1644,learning ai is the future,news,10,144,43568,4607,7757,1
1645,stay consistent and grow,tech,3,170,7439,9574,2868,0
1646,learning ai is the future,,10,145,5425,1675,2160,0
1647,coding memes are funny,motivation,12,32,5006,4876,2277,1
1648,coding memes are funny,education,3,9,9653,4177,3778,1
1649,hard work always pays off,motivation,11,178,26893,8900,7091,0
1650,coding memes are funny,tech,14,159,9725,1054,2796,1
1651,stay consistent and grow,motivation,3,250,44235,398,4489,1
1652,stay consistent and grow,education,11,66,25369,4065,5344,0
1653,this post will change your life,education,2,200,38121,7876,7092,0
1654,this post will change your life,tech,2,76,36391,2039,7543,0
1655,this post will change your life,tech,9,94,2293,271,7313,0
1656,stay consistent and grow,news,14,101,42513,6011,1957,0
1657,this post will change your life,meme,4,132,37785,6440,5402,0
